age,job,marital,education,default,balance,housing,loan,contact,date,duration,campaign,pdays,previous,poutcome,Purchased?
55,management,married,tertiary,no,12972,no,no,telephone,8/18/2018,205,1,-1,0,unknown,yes
58,technician,married,tertiary,no,883,no,no,cellular,8/18/2018,543,1,78,2,failure,no
37,management,married,tertiary,no,3794,no,no,cellular,8/18/2018,147,1,379,1,failure,no
22,student,single,secondary,no,948,no,no,telephone,8/18/2018,215,1,197,2,failure,yes
30,student,single,secondary,no,48,no,no,cellular,8/18/2018,161,1,173,1,failure,yes
79,housemaid,married,primary,no,0,no,no,cellular,8/18/2018,90,1,-1,0,unknown,no
30,blue-collar,married,secondary,no,136,no,no,cellular,8/18/2018,101,1,-1,0,unknown,no
39,services,single,secondary,no,445,no,no,telephone,8/18/2018,108,1,-1,0,unknown,no
55,technician,divorced,tertiary,no,0,no,no,cellular,8/18/2018,237,1,-1,0,unknown,yes
35,management,divorced,tertiary,no,3751,yes,no,cellular,8/18/2018,210,2,124,2,failure,no
32,technician,married,tertiary,no,2688,no,no,cellular,8/18/2018,101,1,-1,0,unknown,no
44,management,married,tertiary,no,-600,yes,no,cellular,8/18/2018,360,1,-1,0,unknown,no
34,housemaid,married,tertiary,no,0,no,no,cellular,8/18/2018,148,1,84,2,failure,yes
64,retired,married,secondary,no,4083,no,no,cellular,8/18/2018,117,1,-1,0,unknown,no
65,retired,married,secondary,no,3812,no,no,cellular,8/18/2018,363,1,-1,0,unknown,no
31,management,married,tertiary,no,537,yes,no,cellular,8/18/2018,216,1,-1,0,unknown,yes
55,technician,married,secondary,no,1938,no,yes,cellular,8/18/2018,193,1,386,3,success,yes
34,management,single,tertiary,no,5,no,no,cellular,8/18/2018,370,2,-1,0,unknown,yes
49,technician,single,secondary,no,9131,yes,no,cellular,8/18/2018,532,1,461,5,failure,yes
49,entrepreneur,single,tertiary,no,2209,no,no,cellular,8/18/2018,307,1,-1,0,unknown,no
69,housemaid,married,primary,no,1080,no,no,cellular,8/18/2018,197,2,118,2,failure,no
60,management,married,secondary,no,0,no,no,telephone,8/18/2018,280,3,-1,0,unknown,no
67,retired,divorced,tertiary,no,443,no,no,cellular,8/18/2018,441,1,-1,0,unknown,yes
49,management,married,tertiary,no,629,no,no,cellular,8/19/2018,431,4,-1,0,unknown,no
56,housemaid,divorced,secondary,no,256,no,no,cellular,8/19/2018,220,5,117,2,other,no
67,retired,married,unknown,no,6320,no,no,telephone,8/19/2018,578,2,-1,0,unknown,no
57,retired,married,tertiary,no,1458,no,no,cellular,8/19/2018,250,1,107,5,failure,no
58,retired,married,tertiary,no,0,no,no,cellular,8/19/2018,207,4,-1,0,unknown,no
43,admin.,married,secondary,no,132,no,no,cellular,8/19/2018,574,1,84,3,success,yes
63,retired,married,secondary,no,1612,no,no,cellular,8/19/2018,399,2,183,2,success,no
22,admin.,single,secondary,no,4111,no,yes,cellular,8/19/2018,65,1,-1,0,unknown,no
89,retired,married,tertiary,no,553,no,no,telephone,8/19/2018,2027,5,-1,0,unknown,no
26,management,single,tertiary,no,3704,no,no,cellular,8/19/2018,238,4,-1,0,unknown,yes
35,technician,single,tertiary,no,2658,yes,no,cellular,8/19/2018,768,2,141,3,failure,yes
25,technician,single,tertiary,no,3411,no,no,cellular,8/19/2018,225,2,-1,0,unknown,yes
38,admin.,divorced,secondary,no,407,yes,yes,cellular,8/19/2018,89,1,-1,0,unknown,no
51,management,married,tertiary,no,0,yes,yes,cellular,8/19/2018,263,1,84,1,other,no
59,retired,divorced,secondary,no,1,no,no,cellular,8/19/2018,335,1,-1,0,unknown,yes
44,admin.,married,secondary,no,10905,no,no,cellular,8/19/2018,240,2,271,1,other,yes
42,management,married,tertiary,no,976,no,no,cellular,8/19/2018,164,1,-1,0,unknown,yes
76,retired,married,tertiary,no,0,no,no,telephone,8/19/2018,170,1,-1,0,unknown,no
29,management,single,tertiary,no,2531,no,no,cellular,8/19/2018,634,1,-1,0,unknown,yes
32,management,married,tertiary,no,1270,no,no,cellular,8/19/2018,232,3,-1,0,unknown,yes
30,management,single,tertiary,no,5359,no,no,cellular,8/19/2018,145,1,84,2,success,yes
39,technician,single,tertiary,no,139,no,no,telephone,8/19/2018,328,1,79,1,failure,no
38,technician,married,secondary,no,10596,no,no,cellular,8/19/2018,195,1,197,4,other,yes
36,admin.,single,secondary,no,5871,no,no,cellular,8/19/2018,321,2,-1,0,unknown,no
47,housemaid,divorced,secondary,no,80,no,no,cellular,8/19/2018,196,2,-1,0,unknown,no
81,retired,married,secondary,no,1,no,no,cellular,8/19/2018,65,5,-1,0,unknown,no
22,student,single,tertiary,no,691,no,no,cellular,8/19/2018,338,1,-1,0,unknown,yes
34,management,married,tertiary,no,4859,no,no,cellular,8/20/2018,262,2,112,2,failure,no
28,student,single,secondary,no,67,no,no,cellular,8/20/2018,329,3,199,2,other,yes
74,retired,married,primary,no,10253,no,no,telephone,8/20/2018,84,1,-1,0,unknown,no
25,entrepreneur,single,tertiary,no,347,no,no,cellular,8/20/2018,267,1,-1,0,unknown,yes
34,self-employed,single,tertiary,no,9962,no,no,cellular,8/20/2018,474,1,-1,0,unknown,yes
59,management,married,tertiary,no,2239,no,no,cellular,8/20/2018,377,6,90,1,success,yes
59,management,married,tertiary,no,1978,yes,no,cellular,8/20/2018,928,1,-1,0,unknown,no
63,retired,married,primary,no,0,no,no,cellular,8/20/2018,110,2,-1,0,unknown,no
27,technician,single,tertiary,no,11862,no,no,cellular,8/20/2018,217,1,87,6,failure,yes
51,blue-collar,married,secondary,no,1797,yes,no,cellular,8/20/2018,168,1,-1,0,unknown,no
33,management,single,tertiary,no,8514,no,no,cellular,8/20/2018,131,1,-1,0,unknown,no
28,student,single,secondary,no,1925,no,no,cellular,8/20/2018,147,1,90,1,failure,no
62,self-employed,divorced,secondary,no,0,yes,no,cellular,8/20/2018,158,1,-1,0,unknown,yes
43,management,married,tertiary,no,3186,no,no,cellular,8/20/2018,151,1,-1,0,unknown,no
50,management,married,tertiary,no,24,no,no,cellular,8/20/2018,157,1,-1,0,unknown,no
24,student,single,secondary,no,228,no,no,cellular,8/20/2018,99,1,79,1,failure,no
73,retired,married,unknown,no,519,no,no,telephone,8/20/2018,91,1,-1,0,unknown,no
35,management,single,tertiary,no,1756,no,no,cellular,8/20/2018,195,1,-1,0,unknown,yes
45,housemaid,married,secondary,no,4068,no,no,cellular,8/20/2018,184,1,-1,0,unknown,yes
33,admin.,single,secondary,no,0,no,no,cellular,8/20/2018,201,2,204,2,other,no
46,admin.,married,secondary,no,368,no,no,cellular,8/20/2018,293,1,90,4,other,yes
48,management,divorced,tertiary,no,1010,yes,no,cellular,8/20/2018,65,1,-1,0,unknown,no
58,technician,married,secondary,no,385,no,no,cellular,8/20/2018,64,1,-1,0,unknown,no
34,admin.,married,secondary,no,1406,yes,no,cellular,8/20/2018,63,2,85,1,success,yes
34,technician,married,tertiary,no,197,no,no,cellular,8/20/2018,78,3,-1,0,unknown,yes
37,admin.,single,secondary,no,781,no,no,cellular,8/20/2018,75,1,-1,0,unknown,no
61,management,married,secondary,no,967,no,no,cellular,8/20/2018,180,1,-1,0,unknown,no
42,management,married,primary,no,5310,yes,no,cellular,8/20/2018,273,1,90,3,success,yes
21,student,single,secondary,no,1746,no,no,cellular,8/21/2018,487,2,-1,0,unknown,no
20,student,single,secondary,no,215,no,no,cellular,8/21/2018,228,4,183,1,other,yes
60,admin.,married,secondary,no,106,no,no,cellular,8/21/2018,216,3,91,1,success,yes
60,housemaid,divorced,secondary,no,2063,no,no,cellular,8/21/2018,54,5,86,3,failure,no
25,student,single,secondary,no,3090,no,no,cellular,8/21/2018,139,1,-1,0,unknown,no
39,management,married,secondary,no,18,yes,no,cellular,8/21/2018,102,1,91,1,failure,no
60,housemaid,married,primary,no,211,no,no,cellular,8/21/2018,406,1,-1,0,unknown,no
47,management,married,tertiary,no,0,no,yes,cellular,8/21/2018,374,1,-1,0,unknown,yes
52,admin.,divorced,secondary,no,363,yes,no,cellular,8/21/2018,168,1,462,1,success,yes
64,retired,divorced,secondary,no,630,no,no,cellular,8/21/2018,97,1,-1,0,unknown,no
31,management,married,tertiary,no,1251,no,no,cellular,8/21/2018,282,1,197,5,failure,no
61,admin.,married,secondary,no,1046,yes,no,cellular,8/21/2018,158,1,-1,0,unknown,yes
25,student,single,secondary,no,469,no,no,cellular,8/21/2018,273,1,86,1,other,yes
18,student,single,unknown,no,35,no,no,telephone,8/21/2018,104,2,-1,0,unknown,no
34,admin.,married,tertiary,no,10,no,no,cellular,8/21/2018,90,1,91,1,failure,no
37,admin.,married,secondary,no,1314,yes,no,cellular,8/21/2018,200,1,91,10,failure,no
53,technician,married,tertiary,no,0,yes,no,cellular,8/21/2018,53,1,-1,0,unknown,no
39,admin.,married,unknown,no,3252,no,no,cellular,8/21/2018,298,1,-1,0,unknown,no
65,retired,married,secondary,no,2326,no,yes,cellular,8/21/2018,276,1,-1,0,unknown,yes
50,technician,married,secondary,no,3370,no,no,cellular,8/21/2018,531,2,80,2,success,yes
27,student,single,tertiary,no,5741,no,no,cellular,8/21/2018,72,1,88,1,failure,no
22,student,single,secondary,no,144,no,no,cellular,8/21/2018,116,1,-1,0,unknown,yes
43,admin.,single,secondary,no,733,yes,no,cellular,8/21/2018,126,1,88,4,success,yes
59,management,married,tertiary,no,474,no,no,cellular,8/21/2018,252,1,-1,0,unknown,yes
27,management,single,tertiary,no,377,no,no,cellular,8/21/2018,171,3,91,1,failure,no
53,retired,divorced,tertiary,no,-309,yes,no,cellular,8/21/2018,343,2,428,2,success,yes
28,student,single,tertiary,no,3733,yes,no,cellular,8/21/2018,419,5,91,7,success,no
38,technician,married,secondary,no,6728,no,no,cellular,8/21/2018,252,4,-1,0,unknown,yes
71,retired,divorced,secondary,no,5584,no,no,cellular,8/21/2018,534,3,-1,0,unknown,yes
32,admin.,married,tertiary,no,227,no,no,cellular,8/21/2018,148,2,-1,0,unknown,no
57,management,married,tertiary,no,16,no,no,cellular,8/21/2018,200,3,-1,0,unknown,no
28,blue-collar,married,secondary,no,61,yes,no,cellular,8/21/2018,744,1,109,3,success,yes
59,unemployed,married,secondary,no,1047,no,no,cellular,8/21/2018,438,1,184,3,success,yes
71,retired,married,tertiary,no,2651,no,no,cellular,8/24/2018,73,3,200,2,failure,no
64,retired,married,tertiary,no,14170,no,no,cellular,8/24/2018,62,2,-1,0,unknown,no
44,management,married,unknown,no,21,no,no,cellular,8/24/2018,323,2,-1,0,unknown,no
29,management,single,tertiary,no,265,no,no,cellular,8/24/2018,130,2,94,1,success,yes
51,technician,married,secondary,no,117,no,no,cellular,8/24/2018,467,2,88,4,other,yes
70,retired,married,primary,no,2346,no,no,cellular,8/24/2018,190,3,194,2,success,no
48,housemaid,married,tertiary,no,5473,no,no,cellular,8/24/2018,232,2,-1,0,unknown,yes
37,management,married,tertiary,no,165,no,no,cellular,8/24/2018,315,1,83,1,other,no
58,management,married,tertiary,no,1313,no,no,telephone,8/24/2018,420,4,-1,0,unknown,no
66,retired,married,primary,no,1943,no,no,cellular,8/24/2018,401,1,-1,0,unknown,no
18,student,single,secondary,no,5,no,no,cellular,8/24/2018,143,2,-1,0,unknown,no
39,technician,married,secondary,no,116,no,no,cellular,8/24/2018,79,2,94,2,success,no
42,admin.,married,secondary,no,16517,no,no,cellular,8/24/2018,497,2,279,2,failure,no
40,unemployed,married,tertiary,no,2430,no,no,cellular,8/24/2018,87,2,-1,0,unknown,no
51,housemaid,married,unknown,no,2337,yes,no,cellular,8/25/2018,46,4,90,7,failure,no
77,retired,married,primary,no,680,no,no,telephone,8/25/2018,103,3,-1,0,unknown,no
72,retired,married,secondary,no,676,no,no,cellular,8/25/2018,188,3,-1,0,unknown,no
40,management,single,tertiary,no,0,yes,no,cellular,8/25/2018,79,2,95,4,success,no
35,admin.,single,secondary,no,1810,yes,no,cellular,8/25/2018,52,2,92,2,failure,no
23,student,single,secondary,no,8494,no,no,cellular,8/25/2018,158,2,-1,0,unknown,no
57,housemaid,married,secondary,no,5631,no,no,telephone,8/25/2018,68,1,90,5,other,no
37,blue-collar,married,primary,no,106,yes,no,cellular,8/25/2018,511,1,392,13,failure,yes
37,technician,married,tertiary,no,127,yes,no,cellular,8/25/2018,192,1,193,1,success,yes
30,student,married,tertiary,no,324,no,no,cellular,8/25/2018,585,4,-1,0,unknown,no
33,management,married,secondary,no,369,no,no,cellular,8/25/2018,83,1,92,3,failure,no
45,unknown,married,tertiary,no,8564,no,no,cellular,8/25/2018,53,1,-1,0,unknown,no
64,housemaid,married,primary,no,67,no,no,telephone,8/25/2018,153,1,-1,0,unknown,no
53,technician,married,secondary,no,65,no,no,cellular,8/25/2018,41,2,-1,0,unknown,no
64,retired,divorced,tertiary,no,17875,no,no,cellular,8/25/2018,173,1,-1,0,unknown,no
34,student,single,unknown,no,1281,no,no,cellular,8/25/2018,279,1,117,1,failure,no
36,self-employed,married,tertiary,no,506,no,no,cellular,8/25/2018,47,1,120,1,failure,no
18,student,single,unknown,no,3,no,no,cellular,8/25/2018,130,2,-1,0,unknown,yes
34,admin.,single,secondary,no,745,yes,yes,cellular,8/25/2018,76,1,-1,0,unknown,no
64,retired,married,tertiary,no,380,no,no,cellular,8/25/2018,479,1,-1,0,unknown,yes
69,retired,married,secondary,no,0,no,no,cellular,8/25/2018,412,2,-1,0,unknown,yes
48,management,married,tertiary,no,1519,no,no,cellular,8/25/2018,360,5,-1,0,unknown,no
36,management,married,tertiary,no,255,no,no,cellular,8/25/2018,242,6,95,4,success,yes
43,services,married,secondary,no,2145,no,no,cellular,8/25/2018,291,2,95,4,success,yes
49,technician,married,secondary,no,3466,yes,no,cellular,8/25/2018,161,3,410,2,success,no
43,management,divorced,tertiary,no,9,yes,no,cellular,8/26/2018,89,5,401,1,failure,no
28,management,single,tertiary,no,730,yes,no,cellular,8/26/2018,78,6,85,5,other,no
63,housemaid,married,primary,no,91,no,no,telephone,8/26/2018,128,3,-1,0,unknown,yes
36,services,married,secondary,no,3064,yes,no,telephone,8/26/2018,240,3,107,4,failure,no
35,technician,single,tertiary,no,992,yes,no,cellular,8/26/2018,79,1,114,3,failure,no
70,retired,married,secondary,no,1853,no,no,telephone,8/26/2018,314,1,-1,0,unknown,yes
60,technician,single,primary,no,11262,no,no,cellular,8/26/2018,323,1,-1,0,unknown,yes
26,student,single,secondary,no,620,no,no,cellular,8/26/2018,76,1,96,2,success,no
61,retired,married,secondary,no,399,no,no,cellular,8/26/2018,81,1,-1,0,unknown,no
84,retired,married,primary,no,1702,no,no,telephone,8/26/2018,185,1,-1,0,unknown,no
86,retired,divorced,primary,no,0,no,no,telephone,8/26/2018,189,1,-1,0,unknown,yes
40,technician,married,secondary,no,3056,no,no,cellular,8/26/2018,103,1,-1,0,unknown,no
64,retired,married,unknown,no,34,no,no,cellular,8/26/2018,244,2,-1,0,unknown,yes
72,retired,married,secondary,no,1129,no,no,cellular,8/26/2018,186,1,-1,0,unknown,yes
42,management,married,tertiary,no,294,no,no,cellular,8/26/2018,513,1,-1,0,unknown,yes
60,retired,married,tertiary,no,108,no,no,cellular,8/26/2018,624,1,-1,0,unknown,yes
43,management,single,tertiary,no,1696,yes,no,cellular,8/26/2018,257,1,474,3,failure,yes
39,technician,divorced,secondary,no,385,no,no,cellular,8/26/2018,143,1,93,1,failure,no
21,student,single,primary,no,1596,no,no,cellular,8/26/2018,115,1,93,2,failure,no
25,student,single,secondary,no,331,no,no,telephone,8/26/2018,170,4,-1,0,unknown,yes
36,technician,single,tertiary,no,40,no,no,cellular,8/26/2018,359,3,-1,0,unknown,no
51,management,married,tertiary,no,2582,no,no,cellular,8/26/2018,197,3,-1,0,unknown,no
57,management,divorced,unknown,no,854,no,no,cellular,8/27/2018,700,4,92,1,failure,yes
31,management,single,tertiary,no,404,no,no,cellular,8/27/2018,125,7,-1,0,unknown,no
29,technician,single,secondary,no,382,no,no,cellular,8/27/2018,64,3,202,3,other,no
28,management,single,tertiary,no,223,yes,no,telephone,8/27/2018,157,2,119,1,other,yes
36,blue-collar,single,secondary,no,40,yes,no,cellular,8/27/2018,259,3,475,4,success,yes
26,student,single,tertiary,no,97,no,no,cellular,8/27/2018,382,1,-1,0,unknown,no
59,retired,married,secondary,no,1341,no,no,cellular,8/27/2018,154,2,97,1,other,no
66,retired,married,secondary,no,2048,no,no,cellular,8/27/2018,212,1,-1,0,unknown,yes
33,technician,single,tertiary,no,3689,no,no,cellular,8/27/2018,445,3,-1,0,unknown,yes
25,admin.,single,tertiary,no,11,no,yes,cellular,8/27/2018,236,3,-1,0,unknown,no
29,technician,single,secondary,no,323,no,no,cellular,8/27/2018,148,2,94,1,other,no
36,technician,single,secondary,no,539,yes,no,cellular,8/27/2018,398,2,477,1,failure,yes
29,technician,single,secondary,no,590,no,no,cellular,8/27/2018,81,1,94,1,success,yes
28,admin.,single,secondary,no,27,no,no,cellular,8/27/2018,294,1,-1,0,unknown,no
43,technician,divorced,secondary,no,1612,no,no,cellular,8/28/2018,119,2,95,3,success,no
68,retired,married,tertiary,no,2820,no,no,cellular,8/28/2018,109,2,-1,0,unknown,no
31,blue-collar,single,primary,no,660,yes,no,cellular,8/28/2018,207,3,478,2,failure,no
62,unemployed,married,secondary,no,780,no,no,cellular,8/28/2018,162,2,-1,0,unknown,yes
32,admin.,married,secondary,no,31,no,no,cellular,8/28/2018,125,2,95,1,failure,no
36,admin.,divorced,tertiary,no,289,yes,yes,cellular,8/28/2018,67,3,280,4,failure,no
34,technician,single,secondary,no,2583,no,no,cellular,8/28/2018,64,1,95,2,failure,no
26,services,single,secondary,no,38,no,no,telephone,8/28/2018,268,3,-1,0,unknown,no
65,retired,divorced,tertiary,no,0,no,no,cellular,8/28/2018,248,1,-1,0,unknown,no
42,admin.,married,secondary,no,1535,yes,no,cellular,8/28/2018,121,1,108,2,failure,no
32,management,married,tertiary,no,937,no,no,cellular,8/28/2018,90,1,94,2,failure,no
34,technician,single,tertiary,no,612,no,no,cellular,8/28/2018,81,1,95,1,failure,no
28,management,single,tertiary,no,4985,yes,no,cellular,8/28/2018,108,2,-1,0,unknown,no
39,management,married,tertiary,no,93,yes,no,cellular,8/28/2018,65,1,95,5,failure,no
72,retired,divorced,primary,no,0,no,no,telephone,8/28/2018,359,1,-1,0,unknown,no
34,blue-collar,married,secondary,no,1464,yes,no,cellular,8/28/2018,207,3,130,5,other,yes
35,technician,single,tertiary,no,7546,yes,no,cellular,8/28/2018,255,1,88,2,other,no
29,unemployed,single,tertiary,no,1311,no,no,cellular,8/28/2018,622,1,-1,0,unknown,yes
30,management,married,tertiary,no,7,yes,no,cellular,8/28/2018,173,1,164,4,other,yes
66,admin.,divorced,secondary,no,220,no,no,cellular,8/28/2018,283,1,-1,0,unknown,no
28,management,single,tertiary,no,207,no,no,cellular,8/28/2018,129,1,94,4,failure,no
32,technician,married,tertiary,no,636,yes,no,cellular,8/28/2018,370,1,116,4,success,yes
62,retired,married,secondary,no,13,no,no,telephone,8/28/2018,36,1,-1,0,unknown,no
39,blue-collar,single,primary,no,24277,no,no,cellular,8/28/2018,261,1,-1,0,unknown,yes
32,technician,married,secondary,no,1026,no,no,cellular,8/28/2018,94,3,-1,0,unknown,no
22,student,single,secondary,no,1564,no,no,cellular,8/28/2018,36,2,-1,0,unknown,no
38,technician,single,tertiary,no,0,no,no,cellular,8/28/2018,247,2,-1,0,unknown,no
55,admin.,divorced,secondary,no,1872,no,no,cellular,8/28/2018,155,2,93,8,failure,yes
36,management,single,tertiary,no,490,no,no,cellular,8/28/2018,207,8,98,1,failure,yes
76,retired,married,primary,no,2632,no,no,cellular,8/28/2018,368,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,0,yes,no,cellular,8/31/2018,79,5,110,7,failure,no
34,management,single,tertiary,no,747,no,no,cellular,8/31/2018,72,2,98,1,failure,no
33,technician,single,tertiary,no,2340,no,no,cellular,8/31/2018,65,5,97,3,failure,no
34,self-employed,married,tertiary,no,980,no,no,cellular,8/31/2018,69,2,54,4,failure,no
36,unemployed,single,tertiary,no,953,yes,no,cellular,8/31/2018,102,2,101,3,failure,no
73,retired,married,secondary,no,250,no,no,telephone,8/31/2018,245,4,-1,0,unknown,no
27,student,single,tertiary,no,118,no,no,cellular,8/31/2018,160,3,98,1,failure,yes
45,management,married,tertiary,no,4119,yes,yes,telephone,8/31/2018,473,2,283,1,success,yes
63,retired,married,secondary,no,243,no,no,cellular,8/31/2018,114,1,-1,0,unknown,no
49,self-employed,married,tertiary,no,99,yes,yes,cellular,8/31/2018,83,1,-1,0,unknown,no
55,management,married,unknown,no,1504,yes,no,cellular,8/31/2018,186,3,101,2,success,yes
41,management,married,tertiary,no,285,yes,no,cellular,8/31/2018,90,4,147,4,failure,no
55,management,married,tertiary,no,2960,yes,no,cellular,8/31/2018,81,1,98,11,other,no
52,blue-collar,married,secondary,no,2087,yes,no,cellular,8/31/2018,267,1,474,1,failure,yes
34,services,single,secondary,no,15,no,no,cellular,8/31/2018,104,1,-1,0,unknown,no
53,management,divorced,tertiary,no,6649,yes,no,cellular,8/31/2018,106,1,55,1,failure,no
49,management,single,tertiary,no,5689,no,no,cellular,8/31/2018,470,1,97,3,failure,yes
38,blue-collar,married,secondary,no,748,yes,no,cellular,8/31/2018,98,3,-1,0,unknown,no
25,technician,single,tertiary,no,1231,no,no,cellular,8/31/2018,271,2,-1,0,unknown,yes
37,unemployed,married,tertiary,no,7620,no,no,telephone,8/31/2018,164,3,98,3,failure,no
22,services,single,secondary,no,652,no,no,telephone,8/31/2018,139,1,-1,0,unknown,no
30,blue-collar,married,primary,no,201,yes,no,cellular,8/31/2018,219,1,157,12,failure,yes
36,technician,married,secondary,no,191,no,no,cellular,8/31/2018,69,1,-1,0,unknown,no
34,blue-collar,single,secondary,no,869,no,no,cellular,8/31/2018,89,1,-1,0,unknown,no
33,technician,single,secondary,no,1429,yes,no,cellular,8/31/2018,268,8,-1,0,unknown,yes
21,student,single,secondary,no,557,no,no,cellular,8/31/2018,197,2,-1,0,unknown,no
23,student,single,secondary,no,922,no,no,cellular,9/1/2018,81,5,99,3,other,no
32,entrepreneur,single,tertiary,no,59649,no,no,cellular,9/1/2018,69,2,-1,0,unknown,no
43,management,divorced,unknown,no,7702,no,no,cellular,9/1/2018,108,7,102,3,success,no
74,retired,married,primary,no,2894,no,no,telephone,9/1/2018,97,5,204,2,other,no
39,management,married,tertiary,no,119,yes,no,cellular,9/1/2018,265,2,476,4,success,yes
35,management,married,tertiary,no,4,no,no,cellular,9/1/2018,157,2,-1,0,unknown,no
62,retired,married,secondary,no,816,no,no,cellular,9/1/2018,28,2,-1,0,unknown,no
43,unemployed,married,unknown,no,970,yes,no,telephone,9/1/2018,513,13,288,11,failure,no
26,management,single,tertiary,no,200,no,no,cellular,9/1/2018,91,2,-1,0,unknown,no
48,management,divorced,tertiary,no,17964,yes,no,cellular,9/1/2018,120,1,98,5,success,yes
63,retired,married,unknown,no,1849,no,no,cellular,9/1/2018,109,2,-1,0,unknown,no
45,technician,married,unknown,no,886,yes,no,cellular,9/1/2018,115,1,-1,0,unknown,no
63,entrepreneur,married,primary,no,2287,no,no,telephone,9/1/2018,490,1,-1,0,unknown,no
37,entrepreneur,married,tertiary,no,310,no,no,cellular,9/1/2018,76,1,-1,0,unknown,no
82,retired,married,primary,no,103,no,no,cellular,9/1/2018,368,1,-1,0,unknown,no
24,technician,single,secondary,no,1298,no,no,cellular,9/1/2018,86,1,-1,0,unknown,no
30,admin.,single,tertiary,no,4129,no,no,cellular,9/1/2018,77,1,-1,0,unknown,no
36,management,married,tertiary,no,1113,no,no,cellular,9/1/2018,212,1,-1,0,unknown,yes
27,admin.,married,secondary,no,1596,no,no,cellular,9/1/2018,82,1,-1,0,unknown,yes
51,management,married,tertiary,no,2635,no,no,cellular,9/1/2018,181,1,98,2,failure,yes
25,services,single,secondary,no,162,yes,no,cellular,9/1/2018,531,2,-1,0,unknown,yes
35,technician,single,secondary,no,183,no,no,cellular,9/1/2018,516,2,130,2,failure,no
48,technician,married,secondary,no,568,yes,no,cellular,9/2/2018,378,2,386,1,success,yes
70,retired,married,secondary,no,2626,no,no,cellular,9/2/2018,140,2,-1,0,unknown,yes
63,retired,married,secondary,no,4752,no,no,cellular,9/2/2018,233,2,-1,0,unknown,yes
39,admin.,married,secondary,no,973,yes,no,cellular,9/2/2018,172,4,-1,0,unknown,no
34,services,single,secondary,no,528,yes,no,cellular,9/2/2018,121,3,100,5,other,yes
38,management,married,tertiary,no,1198,yes,no,cellular,9/3/2018,91,3,213,1,failure,no
44,admin.,married,secondary,no,764,yes,no,cellular,9/3/2018,232,1,213,1,failure,no
19,student,single,secondary,no,4,no,no,cellular,9/3/2018,114,1,-1,0,unknown,no
32,management,married,tertiary,no,1270,no,no,cellular,9/3/2018,420,1,15,3,success,no
46,admin.,married,tertiary,no,2552,no,no,cellular,9/3/2018,260,1,94,8,success,yes
71,retired,married,tertiary,no,653,no,no,telephone,9/3/2018,471,1,189,1,success,yes
83,retired,divorced,primary,no,0,no,no,telephone,9/3/2018,225,1,-1,0,unknown,no
44,technician,single,tertiary,no,2033,no,no,cellular,9/3/2018,444,1,99,1,failure,yes
37,admin.,single,secondary,no,0,yes,yes,cellular,9/3/2018,144,2,463,6,failure,no
36,management,married,tertiary,no,86,yes,no,cellular,9/3/2018,104,1,380,3,failure,no
31,self-employed,single,tertiary,no,3343,no,no,cellular,9/3/2018,365,1,94,1,success,yes
32,admin.,married,secondary,no,995,no,no,cellular,9/3/2018,331,1,99,2,other,yes
51,management,married,tertiary,no,994,no,no,cellular,9/3/2018,268,1,98,3,failure,no
72,management,married,secondary,no,6199,no,no,cellular,9/3/2018,531,1,-1,0,unknown,no
27,admin.,single,tertiary,no,313,no,yes,cellular,9/3/2018,167,1,93,3,success,no
45,housemaid,married,tertiary,no,40,yes,no,cellular,9/3/2018,81,1,213,1,failure,no
40,unemployed,single,tertiary,no,7968,no,no,cellular,9/3/2018,733,1,93,1,success,yes
30,admin.,divorced,secondary,no,419,no,no,cellular,9/3/2018,72,2,-1,0,unknown,no
62,management,married,tertiary,no,0,no,no,cellular,9/3/2018,299,1,-1,0,unknown,yes
55,management,married,tertiary,no,0,yes,yes,cellular,9/3/2018,187,2,-1,0,unknown,no
69,retired,divorced,secondary,no,6850,no,no,telephone,9/3/2018,2055,1,-1,0,unknown,no
46,management,married,tertiary,no,1950,no,no,cellular,9/4/2018,56,2,-1,0,unknown,no
30,admin.,single,secondary,no,0,no,no,cellular,9/4/2018,316,3,-1,0,unknown,yes
73,retired,single,secondary,no,1050,no,no,cellular,9/4/2018,73,2,-1,0,unknown,no
47,management,married,tertiary,no,0,yes,no,cellular,9/4/2018,65,3,-1,0,unknown,no
55,management,married,primary,no,2587,no,no,cellular,9/4/2018,328,2,94,2,success,yes
35,technician,married,secondary,no,2789,yes,no,cellular,9/4/2018,256,2,94,1,failure,no
60,retired,married,secondary,no,5267,no,no,cellular,9/4/2018,520,1,-1,0,unknown,yes
57,management,divorced,tertiary,no,6468,yes,no,cellular,9/4/2018,730,1,157,4,failure,yes
30,management,single,tertiary,no,1675,no,no,cellular,9/4/2018,181,1,-1,0,unknown,no
52,technician,married,secondary,no,1423,no,no,telephone,9/4/2018,384,1,91,1,other,no
37,unemployed,married,unknown,no,4565,no,no,cellular,9/4/2018,369,1,-1,0,unknown,no
69,retired,married,secondary,no,148,no,no,telephone,9/4/2018,101,1,-1,0,unknown,no
24,student,single,secondary,no,154,no,no,cellular,9/4/2018,205,2,-1,0,unknown,no
43,management,married,tertiary,no,13450,yes,no,cellular,9/4/2018,128,1,-1,0,unknown,no
26,management,single,tertiary,no,9447,no,no,cellular,9/4/2018,113,1,100,2,other,no
